FRAME PROFILE  slowest 100 frames  peer=P1  (ms; sim/route/render are wall-clock THIS frame incl. rollback resim; phase ms summed over the frame's steps)
tick=4064 frame=250 sim=284.685 route=1.1231 render=7.6228 simTicks=21 resim=24 | cmd=0.1641 move=0.9021 vis=42.0626 econ=1.0078 combat=73.8711 route=218.123 coll=29.1898 | botsP0=234 botsP1=207 stalled=1
tick=4043 frame=203.425 sim=298.126 route=1.9341 render=4.5833 simTicks=27 resim=24 | cmd=0.1691 move=0.9703 vis=53.7386 econ=0.9999 combat=85.2066 route=207.849 coll=32.0056 | botsP0=234 botsP1=208 stalled=1
tick=3944 frame=122.512 sim=2.8533 route=0.0118 render=5.2929 simTicks=1 resim=24 | cmd=0.1436 move=0.6544 vis=38.1095 econ=0.7492 combat=33.81 route=7.3916 coll=16.7759 | botsP0=234 botsP1=208 stalled=1
tick=3943 frame=122.137 sim=22.246 route=0.048 render=5.0687 simTicks=6 resim=19 | cmd=0.1219 move=0.5276 vis=45.3963 econ=0.8475 combat=33.945 route=11.9476 coll=17.8095 | botsP0=234 botsP1=208 stalled=1
tick=3946 frame=111.331 sim=2.7447 route=0.0105 render=4.2371 simTicks=1 resim=24 | cmd=0.1033 move=0.5866 vis=37.9845 econ=0.6775 combat=27.3188 route=4.3974 coll=14.4228 | botsP0=234 botsP1=208 stalled=1
tick=3968 frame=110.745 sim=68.4009 route=0.0999 render=4.0395 simTicks=15 resim=24 | cmd=0.1533 move=1.7904 vis=57.2148 econ=0.921 combat=44.5733 route=158.708 coll=26.8847 | botsP0=234 botsP1=208 stalled=0
tick=3945 frame=107.716 sim=4.2258 route=0.0145 render=5.3141 simTicks=1 resim=24 | cmd=0.2091 move=0.6231 vis=41.0284 econ=0.865 combat=33.0586 route=7.621 coll=17.4449 | botsP0=234 botsP1=208 stalled=1
tick=3953 frame=93.8062 sim=21.4317 route=0.0685 render=4.1866 simTicks=7 resim=24 | cmd=0.2218 move=0.7316 vis=48.2263 econ=0.7795 combat=27.1781 route=5.3128 coll=18.0008 | botsP0=234 botsP1=208 stalled=1
tick=3937 frame=89.0173 sim=53.8393 route=0.1398 render=4.8104 simTicks=6 resim=14 | cmd=0.1451 move=0.4763 vis=31.8639 econ=0.5831 combat=37.4741 route=27.0637 coll=12.4787 | botsP0=234 botsP1=208 stalled=0
tick=3931 frame=65.1555 sim=27.2089 route=0.0346 render=6.7638 simTicks=4 resim=11 | cmd=0.0867 move=0.3778 vis=23.6252 econ=0.478 combat=28.5176 route=15.3073 coll=9.8279 | botsP0=234 botsP1=208 stalled=0
tick=3927 frame=58.2291 sim=12.8299 route=0.0279 render=4.9581 simTicks=3 resim=9 | cmd=0.0625 move=0.3212 vis=20.5423 econ=0.5565 combat=21.154 route=7.1098 coll=7.1294 | botsP0=234 botsP1=208 stalled=0
tick=3924 frame=53.2153 sim=19.4214 route=0.1172 render=3.6764 simTicks=3 resim=7 | cmd=0.0414 move=0.3259 vis=15.0269 econ=0.298 combat=19.2679 route=8.2282 coll=6.6647 | botsP0=234 botsP1=208 stalled=0
tick=3921 frame=45.8754 sim=16.6286 route=0.0187 render=4.7457 simTicks=2 resim=6 | cmd=0.0317 move=0.2363 vis=15.2296 econ=0.2997 combat=16.3074 route=10.032 coll=4.6853 | botsP0=234 botsP1=208 stalled=0
tick=3915 frame=39.5069 sim=6.2439 route=0.0252 render=5.7865 simTicks=2 resim=6 | cmd=0.032 move=0.2341 vis=13.3562 econ=0.3752 combat=9.2769 route=2.0109 coll=4.5463 | botsP0=233 botsP1=208 stalled=0
tick=3916 frame=37.2669 sim=3.4641 route=0.0108 render=5.3914 simTicks=1 resim=7 | cmd=0.0486 move=0.2695 vis=14.3076 econ=0.3634 combat=3.8647 route=3.014 coll=5.0781 | botsP0=233 botsP1=208 stalled=0
tick=3913 frame=36.622 sim=6.744 route=0.0129 render=8.6659 simTicks=1 resim=6 | cmd=0.1116 move=0.3166 vis=11.3157 econ=0.2662 combat=6.1395 route=5.1796 coll=4.3623 | botsP0=233 botsP1=208 stalled=0
tick=3910 frame=35.9303 sim=2.7899 route=0.0131 render=5.4522 simTicks=1 resim=6 | cmd=0.0441 move=0.2159 vis=11.2584 econ=0.1827 combat=6.6702 route=4.9555 coll=4.2122 | botsP0=233 botsP1=208 stalled=0
tick=3898 frame=34.7279 sim=6.0606 route=0.0195 render=4.5778 simTicks=2 resim=5 | cmd=0.046 move=0.184 vis=11.0971 econ=0.2361 combat=6.1447 route=2.7845 coll=4.0545 | botsP0=232 botsP1=208 stalled=0
tick=3911 frame=34.4944 sim=4.0857 route=0.0106 render=5.4982 simTicks=1 resim=6 | cmd=0.0319 move=0.2153 vis=11.8721 econ=0.6014 combat=5.9592 route=1.8275 coll=4.9818 | botsP0=233 botsP1=208 stalled=0
tick=3902 frame=34.1668 sim=2.6299 route=0.0124 render=5.5412 simTicks=1 resim=6 | cmd=0.0224 move=0.1768 vis=10.8942 econ=0.2011 combat=2.1746 route=2.8953 coll=4.2951 | botsP0=232 botsP1=208 stalled=0
tick=3916 frame=34.1274 sim=0 route=0 render=6.02 simTicks=0 resim=7 | cmd=0.0319 move=0.194 vis=10.876 econ=0.2011 combat=3.6525 route=1.9967 coll=5.0198 | botsP0=233 botsP1=208 stalled=0
tick=3895 frame=33.9298 sim=2.6033 route=0.0115 render=5.6936 simTicks=1 resim=6 | cmd=0.0804 move=0.1783 vis=10.9912 econ=0.1727 combat=2.0129 route=1.7895 coll=4.696 | botsP0=231 botsP1=208 stalled=0
tick=3912 frame=33.1384 sim=3.7658 route=0.0541 render=5.9539 simTicks=1 resim=6 | cmd=0.0269 move=0.2717 vis=12.5298 econ=0.2263 combat=7.8615 route=1.0724 coll=4.0665 | botsP0=233 botsP1=208 stalled=0
tick=3900 frame=32.3433 sim=3.6217 route=0.0102 render=4.3735 simTicks=1 resim=6 | cmd=0.0508 move=0.2175 vis=11.495 econ=0.1872 combat=6.1267 route=2.9572 coll=4.3497 | botsP0=232 botsP1=208 stalled=0
tick=3899 frame=31.4329 sim=2.6198 route=0.0101 render=5.3424 simTicks=1 resim=6 | cmd=0.0228 move=0.1952 vis=10.8875 econ=0.3004 combat=7.3556 route=2.6671 coll=4.1167 | botsP0=232 botsP1=208 stalled=0
tick=3909 frame=31.3563 sim=8.5035 route=0.0982 render=6.6951 simTicks=1 resim=6 | cmd=0.0901 move=0.2654 vis=11.0627 econ=0.1682 combat=3.7681 route=4.6891 coll=4.4934 | botsP0=233 botsP1=208 stalled=0
tick=3901 frame=31.3488 sim=2.6034 route=0.0099 render=6.1115 simTicks=1 resim=6 | cmd=0.1277 move=0.2744 vis=11.1287 econ=0.1994 combat=7.7782 route=1.9608 coll=4.2954 | botsP0=232 botsP1=208 stalled=0
tick=3906 frame=30.6311 sim=0 route=0 render=4.7159 simTicks=0 resim=6 | cmd=1.2193 move=0.1253 vis=11.4848 econ=0.179 combat=1.7598 route=3.0594 coll=3.5204 | botsP0=232 botsP1=208 stalled=0
tick=3916 frame=30.159 sim=0 route=0 render=6.0434 simTicks=0 resim=6 | cmd=0.0222 move=0.1331 vis=9.8643 econ=0.1585 combat=2.4264 route=2.1108 coll=3.567 | botsP0=233 botsP1=208 stalled=0
tick=285 frame=29.4835 sim=0.5502 route=0.0234 render=1.1681 simTicks=3 resim=0 | cmd=0 move=0 vis=0 econ=0 combat=0 route=0 coll=0 | botsP0=3 botsP1=3 stalled=0
tick=3919 frame=29.3662 sim=17.2345 route=0.1355 render=6.0949 simTicks=2 resim=5 | cmd=0.0975 move=0.2906 vis=11.5574 econ=0.2323 combat=11.2179 route=9.0143 coll=4.1765 | botsP0=234 botsP1=208 stalled=0
tick=3883 frame=29.1902 sim=0 route=0 render=4.5761 simTicks=0 resim=6 | cmd=0.022 move=0.1177 vis=9.5763 econ=0.183 combat=1.5751 route=3.0381 coll=4.1775 | botsP0=231 botsP1=208 stalled=0
tick=3878 frame=28.819 sim=0 route=0 render=5.8453 simTicks=0 resim=6 | cmd=0.0454 move=0.1206 vis=9.8382 econ=0.2471 combat=2.7709 route=1.2019 coll=3.8799 | botsP0=231 botsP1=208 stalled=0
tick=3908 frame=28.549 sim=6.6318 route=0.0523 render=5.6176 simTicks=2 resim=5 | cmd=0.031 move=0.1769 vis=12.5527 econ=0.2581 combat=2.8338 route=1.2793 coll=4.5675 | botsP0=232 botsP1=208 stalled=0
tick=3822 frame=28.3737 sim=9.3058 route=0.0521 render=3.7155 simTicks=3 resim=1 | cmd=0.0255 move=0.1144 vis=7.0063 econ=0.1263 combat=1.6863 route=1.2351 coll=2.3612 | botsP0=228 botsP1=208 stalled=0
tick=3895 frame=28.1386 sim=0 route=0 render=5.1158 simTicks=0 resim=6 | cmd=0.0197 move=0.1033 vis=9.7998 econ=0.1868 combat=2.2192 route=3.543 coll=3.3355 | botsP0=231 botsP1=208 stalled=0
tick=3902 frame=27.7105 sim=0 route=0 render=7.0808 simTicks=0 resim=6 | cmd=0.0177 move=0.1025 vis=9.8151 econ=0.2564 combat=2.1798 route=1.9767 coll=3.7041 | botsP0=232 botsP1=208 stalled=0
tick=3878 frame=27.4313 sim=6.8995 route=0.0189 render=5.4661 simTicks=2 resim=5 | cmd=0.0314 move=0.2313 vis=11.52 econ=0.1909 combat=2.9979 route=2.4063 coll=4.0602 | botsP0=231 botsP1=208 stalled=0
tick=3906 frame=27.425 sim=7.0785 route=0.0496 render=6.1448 simTicks=2 resim=5 | cmd=0.0488 move=0.1559 vis=11.1788 econ=0.242 combat=1.9613 route=1.1936 coll=5.0154 | botsP0=232 botsP1=208 stalled=0
tick=3876 frame=27.2255 sim=3.7047 route=0.0096 render=5.6769 simTicks=1 resim=5 | cmd=0.0603 move=0.1156 vis=10.6029 econ=0.1952 combat=2.1291 route=1.6109 coll=4.192 | botsP0=231 botsP1=208 stalled=0
tick=3892 frame=27.2062 sim=2.6338 route=0.0131 render=5.499 simTicks=1 resim=5 | cmd=0.0194 move=0.111 vis=9.3597 econ=0.2373 combat=2.0016 route=3.2828 coll=3.5257 | botsP0=231 botsP1=208 stalled=0
tick=3903 frame=26.8879 sim=5.9408 route=0.0107 render=4.973 simTicks=1 resim=5 | cmd=0.0192 move=0.1271 vis=9.4817 econ=0.195 combat=1.5419 route=4.2 coll=3.9149 | botsP0=232 botsP1=208 stalled=0
tick=3881 frame=26.7004 sim=3.5374 route=0.0105 render=4.9954 simTicks=1 resim=5 | cmd=0.0236 move=0.2014 vis=9.8192 econ=0.183 combat=1.8047 route=1.8779 coll=3.8727 | botsP0=231 botsP1=208 stalled=0
tick=3885 frame=26.5425 sim=2.7047 route=0.0121 render=4.8094 simTicks=1 resim=5 | cmd=0.0189 move=0.117 vis=9.6976 econ=0.1408 combat=1.9367 route=2.1159 coll=3.8567 | botsP0=231 botsP1=208 stalled=0
tick=3880 frame=25.9977 sim=3.8529 route=0.0099 render=5.646 simTicks=1 resim=5 | cmd=0.114 move=0.2493 vis=9.9142 econ=0.1623 combat=1.7116 route=2.1696 coll=3.7484 | botsP0=231 botsP1=208 stalled=0
tick=3904 frame=25.9805 sim=3.8614 route=0.0126 render=5.081 simTicks=1 resim=5 | cmd=0.1021 move=0.2062 vis=10.2156 econ=0.2196 combat=2.8429 route=2.7522 coll=3.7194 | botsP0=232 botsP1=208 stalled=0
tick=3883 frame=25.6763 sim=6.3652 route=0.0177 render=5.5493 simTicks=2 resim=5 | cmd=0.0635 move=0.2498 vis=11.8227 econ=0.1912 combat=2.0683 route=1.7284 coll=4.4744 | botsP0=231 botsP1=208 stalled=0
tick=3888 frame=25.4925 sim=3.2159 route=0.0109 render=4.547 simTicks=1 resim=5 | cmd=0.0827 move=0.2276 vis=9.765 econ=0.2209 combat=2.0355 route=2.1687 coll=3.8272 | botsP0=231 botsP1=208 stalled=0
tick=3917 frame=25.4898 sim=8.3604 route=0.0102 render=4.3544 simTicks=1 resim=5 | cmd=0.0241 move=0.2087 vis=10.3968 econ=0.1977 combat=4.0061 route=5.1743 coll=3.6522 | botsP0=234 botsP1=208 stalled=0
tick=3812 frame=25.4785 sim=8.9833 route=0.0272 render=4.0325 simTicks=3 resim=2 | cmd=0.0189 move=0.1087 vis=8.8815 econ=0.1898 combat=2.6705 route=1.4496 coll=2.8804 | botsP0=228 botsP1=208 stalled=0
tick=3879 frame=25.3814 sim=3.4343 route=0.0111 render=5.2213 simTicks=1 resim=5 | cmd=0.0187 move=0.1249 vis=10.0183 econ=0.1864 combat=2.129 route=2.6317 coll=3.6882 | botsP0=231 botsP1=208 stalled=0
tick=3896 frame=25.3367 sim=11.1139 route=0.0108 render=5.859 simTicks=1 resim=5 | cmd=0.0181 move=0.2477 vis=10.2085 econ=0.1623 combat=4.3176 route=7.7414 coll=3.6812 | botsP0=232 botsP1=208 stalled=0
tick=3894 frame=25.2927 sim=11.5521 route=0.0198 render=5.4313 simTicks=2 resim=5 | cmd=0.0236 move=0.1299 vis=11.956 econ=0.2721 combat=2.3267 route=7.6564 coll=4.4022 | botsP0=231 botsP1=208 stalled=0
tick=3887 frame=25.0751 sim=2.7826 route=0.0103 render=5.4395 simTicks=1 resim=5 | cmd=0.0734 move=0.114 vis=9.7685 econ=0.1597 combat=1.7178 route=2.1904 coll=3.9191 | botsP0=231 botsP1=208 stalled=0
tick=3886 frame=25.0188 sim=3.384 route=0.0103 render=4.512 simTicks=1 resim=5 | cmd=0.0253 move=0.1213 vis=9.6844 econ=0.159 combat=2.0168 route=2.4469 coll=3.7987 | botsP0=231 botsP1=208 stalled=0
tick=3890 frame=25.012 sim=3.224 route=0.0102 render=4.4285 simTicks=1 resim=5 | cmd=0.0226 move=0.1551 vis=9.6637 econ=0.3809 combat=1.7326 route=2.1969 coll=3.833 | botsP0=231 botsP1=208 stalled=0
tick=3884 frame=24.9597 sim=2.7232 route=0.0129 render=5.981 simTicks=1 resim=5 | cmd=0.0222 move=0.1169 vis=9.6699 econ=0.1944 combat=2.0668 route=2.7169 coll=3.725 | botsP0=231 botsP1=208 stalled=0
tick=3803 frame=24.8225 sim=10.2796 route=0.0226 render=4.6875 simTicks=3 resim=1 | cmd=0.0156 move=0.0788 vis=7.1378 econ=0.1015 combat=1.1921 route=1.3989 coll=2.8195 | botsP0=227 botsP1=208 stalled=0
tick=3891 frame=24.7841 sim=3.1918 route=0.0103 render=5.7352 simTicks=1 resim=5 | cmd=0.0198 move=0.1073 vis=9.8512 econ=0.245 combat=2.2498 route=4.0737 coll=3.7303 | botsP0=231 botsP1=208 stalled=0
tick=3889 frame=24.3772 sim=3.0653 route=0.0176 render=5.6984 simTicks=1 resim=5 | cmd=0.02 move=0.1546 vis=9.7673 econ=0.1844 combat=1.6655 route=1.5408 coll=3.7634 | botsP0=231 botsP1=208 stalled=0
tick=3784 frame=23.3747 sim=9.8632 route=0.0244 render=5.809 simTicks=3 resim=1 | cmd=0.0199 move=0.0928 vis=7.4038 econ=0.1579 combat=1.5986 route=2.0872 coll=2.2869 | botsP0=227 botsP1=208 stalled=0
tick=3827 frame=22.6245 sim=11.0251 route=0.0363 render=5.0265 simTicks=3 resim=1 | cmd=0.014 move=0.0927 vis=7.9374 econ=0.1648 combat=1.3466 route=2.9404 coll=2.3592 | botsP0=228 botsP1=208 stalled=0
tick=3829 frame=22.3381 sim=6.5354 route=0.0166 render=4.9482 simTicks=2 resim=1 | cmd=0.0116 move=0.0539 vis=5.6312 econ=0.1362 combat=1.3252 route=1.4341 coll=1.9428 | botsP0=228 botsP1=208 stalled=0
tick=3814 frame=21.8649 sim=5.9814 route=0.0157 render=3.8443 simTicks=2 resim=1 | cmd=0.0118 move=0.0542 vis=5.3577 econ=0.0844 combat=0.9752 route=1.5698 coll=1.8101 | botsP0=228 botsP1=208 stalled=0
tick=3875 frame=21.8167 sim=10.3556 route=0.0296 render=5.5393 simTicks=3 resim=3 | cmd=0.0256 move=0.1339 vis=10.3656 econ=0.1903 combat=1.9428 route=2.0005 coll=4.7155 | botsP0=231 botsP1=208 stalled=0
tick=3563 frame=21.0071 sim=7.7019 route=0.0213 render=4.0488 simTicks=2 resim=0 | cmd=0.0089 move=0.0465 vis=3.1128 econ=0.0657 combat=2.7503 route=0.2768 coll=1.0457 | botsP0=199 botsP1=208 stalled=0
tick=3786 frame=20.8711 sim=6.4387 route=0.0151 render=5.7928 simTicks=2 resim=1 | cmd=0.0156 move=0.0669 vis=5.2227 econ=0.1087 combat=0.8319 route=0.7488 coll=1.8484 | botsP0=227 botsP1=208 stalled=0
tick=3872 frame=20.793 sim=7.1808 route=0.0202 render=6.9357 simTicks=2 resim=2 | cmd=0.0192 move=0.0852 vis=6.4612 econ=0.1087 combat=3.178 route=0.6854 coll=2.9404 | botsP0=231 botsP1=208 stalled=0
tick=243 frame=20.5253 sim=0.5426 route=0.0179 render=1.3436 simTicks=3 resim=0 | cmd=0 move=0 vis=0 econ=0 combat=0 route=0 coll=0 | botsP0=3 botsP1=3 stalled=0
tick=3819 frame=20.5107 sim=9.9175 route=0.0286 render=5.4182 simTicks=3 resim=3 | cmd=0.0277 move=0.1488 vis=10.5329 econ=0.211 combat=2.2031 route=1.7124 coll=3.606 | botsP0=228 botsP1=208 stalled=0
tick=3606 frame=20.0031 sim=6.901 route=0.0217 render=4.4333 simTicks=2 resim=0 | cmd=0.0087 move=0.0451 vis=3.314 econ=0.0621 combat=0.7812 route=1.0814 coll=1.2157 | botsP0=213 botsP1=208 stalled=0
tick=483 frame=19.8938 sim=1.6251 route=0.017 render=5.7314 simTicks=3 resim=0 | cmd=0.0107 move=0.0358 vis=0.0479 econ=0.0218 combat=0.6256 route=0.2729 coll=0.0713 | botsP0=3 botsP1=3 stalled=0
tick=123 frame=19.7741 sim=0.7339 route=0.0163 render=1.3066 simTicks=3 resim=0 | cmd=0 move=0 vis=0 econ=0 combat=0 route=0 coll=0 | botsP0=3 botsP1=3 stalled=0
tick=3805 frame=19.4266 sim=6.8485 route=0.0198 render=4.4691 simTicks=2 resim=1 | cmd=0.0116 move=0.0604 vis=5.2313 econ=0.2933 combat=1.2111 route=1.527 coll=1.9104 | botsP0=227 botsP1=208 stalled=0
tick=2 frame=19.1109 sim=0.3743 route=0.0265 render=1.811 simTicks=2 resim=0 | cmd=0 move=0 vis=0 econ=0 combat=0 route=0 coll=0 | botsP0=3 botsP1=3 stalled=0
tick=3423 frame=19.021 sim=6.2157 route=0.0187 render=5.02 simTicks=2 resim=0 | cmd=0.0064 move=0.0365 vis=2.6759 econ=0.0965 combat=1.5447 route=0.492 coll=0.9154 | botsP0=143 botsP1=208 stalled=0
tick=3835 frame=18.7849 sim=6.7591 route=0.0562 render=5.5818 simTicks=2 resim=1 | cmd=0.0169 move=0.0699 vis=5.0011 econ=0.0697 combat=1.1326 route=0.8458 coll=1.9751 | botsP0=229 botsP1=208 stalled=0
tick=3868 frame=18.2934 sim=6.1393 route=0.02 render=6.409 simTicks=2 resim=1 | cmd=0.0209 move=0.0921 vis=4.9796 econ=0.0693 combat=0.7634 route=0.4312 coll=1.7863 | botsP0=231 botsP1=208 stalled=0
tick=3824 frame=18.0989 sim=11.838 route=0.0186 render=5.0192 simTicks=2 resim=1 | cmd=0.0194 move=0.1365 vis=5.2039 econ=0.0967 combat=3.8704 route=3.792 coll=2.3788 | botsP0=228 botsP1=208 stalled=0
tick=3516 frame=17.9596 sim=8.6542 route=0.0708 render=5.363 simTicks=2 resim=0 | cmd=0.0071 move=0.0395 vis=3.0009 econ=0.0407 combat=2.5034 route=0.7702 coll=1.518 | botsP0=178 botsP1=208 stalled=0
tick=3528 frame=17.9098 sim=6.3085 route=0.0195 render=4.3952 simTicks=2 resim=0 | cmd=0.0067 move=0.0383 vis=3.1476 econ=0.0491 combat=0.7792 route=0.924 coll=1.0192 | botsP0=185 botsP1=208 stalled=0
tick=3781 frame=17.8413 sim=12.7488 route=0.0187 render=4.4627 simTicks=2 resim=1 | cmd=0.0131 move=0.0601 vis=5.1338 econ=0.1181 combat=3.1629 route=6.8427 coll=2.0892 | botsP0=227 botsP1=208 stalled=0
tick=3501 frame=17.7788 sim=6.3828 route=0.0177 render=5.1952 simTicks=2 resim=0 | cmd=0.0294 move=0.0873 vis=2.8662 econ=0.2222 combat=0.8394 route=0.3003 coll=0.9063 | botsP0=171 botsP1=208 stalled=0
